Input/Output;Name of consumption mix;Name of input/output;Quantity;Unit;Comment on proxys / origins
Input;Pumpkin, consumption mix {FR} U;Zucchini, conventional, national average, at farm gate {FR} U;0.523;kg;
Output;Pyrenees cheese, from ewe's milk, consumption mix {FR} U;Pyrenees cheese, from ewe's milk, consumption mix {FR} U;1.0;kg;
Input;Pyrenees cheese, from ewe's milk, consumption mix {FR} U;Pyrenees cheese production, from ewe's milk, hard cheese, French production mix, at plant, 1 kg of hard cheese {FR} U;1.0;kg;
Output;Quince, consumption mix {FR} U;Quince, consumption mix {FR} U;1.0;kg;
Input;Quince, consumption mix {FR} U;Apple, conventional, national average, at orchard {FR} U;0.767;kg;FR used as a substitute for ES
Input;Quince, consumption mix {FR} U;Apple, conventional, national average, at orchard {FR} U;0.233;kg;FR used as a substitute for TR
Output;Quinoa from France, consumption mix {FR} U;Quinoa from France, consumption mix {FR} U;1.0;kg;
Input;Quinoa from France, consumption mix {FR} U;Quinoa FR, conventional, at farm gate {FR} U;1.0;kg;
Output;Quinoa, consumption mix {FR} U;Quinoa, consumption mix {FR} U;1.0;kg;
Input;Quinoa, consumption mix {FR} U;Quinoa, intensive production, at farm {PE} - Adapted from WFLDB U;0.507;kg;PE used as a substitute for BO
Input;Quinoa, consumption mix {FR} U;Quinoa, intensive production, at farm {PE} - Adapted from WFLDB U;0.493;kg;
Output;Raclette cheese, from cow's milk, consumption mix {FR} U;Raclette cheese, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Raclette cheese, from cow's milk, consumption mix {FR} U;Raclette cheese production, from cow's milk, hard cheese, French production mix, at plant, 1 kg of Raclette cheese (PGi) {FR} U;1.0;kg;
Output;Radish, consumption mix {FR} U;Radish, consumption mix {FR} U;1.0;kg;
Input;Radish, consumption mix {FR} U;Radish {FR}| radish production, in unheated greenhouse | Cut-off, U - Adapted from Ecoinvent U;1.0;kg;
Output;Rainbow trout, consumption mix {FR} U;Rainbow trout, consumption mix {FR} U;1.0;kg;
Input;Rainbow trout, consumption mix {FR} U;Large trout, 2-4kg, conventional, at farm gate {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Rainbow trout, consumption mix {FR} U;Large trout, 2-4kg, conventional, at farm gate {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Rainbow trout, consumption mix {FR} U;Large trout, 2-4kg, conventional, at farm gate {FR} U;0.4;kg;
Output;Raisin, consumption mix {FR} U;Raisin, consumption mix {FR} U;1.0;kg;
Input;Raisin, consumption mix {FR} U;Grape {RoW}| grape production | Cut-off, U - Adapted from Ecoinvent U;3.0428599999999997;kg;GLO used as a substitute for IT
Input;Raisin, consumption mix {FR} U;Grape {RoW}| grape production | Cut-off, U - Adapted from Ecoinvent U;1.2671399999999997;kg;GLO used as a substitute for FR
Output;Rapeseed grain, consumption mix {FR} U;Rapeseed grain, consumption mix {FR} U;1.0;kg;
Input;Rapeseed grain, consumption mix {FR} U;Rapeseed grain, conventional, dried, stored and transported, processing {FR} U;1.0;kg;Rapeseed production in France. Agribalyse 1.4 database is used. 
Output;Raspberries, consumption mix {FR} U;Raspberries, consumption mix {FR} U;1.0;kg;
Input;Raspberries, consumption mix {FR} U;Raspberry, at farm {RS} - Adapted from WFLDB U;0.262;kg;RoW used as a substitute for PL
Input;Raspberries, consumption mix {FR} U;Raspberry, at farm {RS} - Adapted from WFLDB U;0.193;kg;RoW used as a substitute for RS
Input;Raspberries, consumption mix {FR} U;Raspberry, at farm {RS} - Adapted from WFLDB U;0.33;kg;RoW used as a substitute for RU
Input;Raspberries, consumption mix {FR} U;Raspberry, at farm {RS} - Adapted from WFLDB U;0.216;kg;RoW used as a substitute for US
Output;Raspberry for coulis, consumption mix {FR} U;Raspberry for coulis, consumption mix {FR} U;1.0;kg;
Input;Raspberry for coulis, consumption mix {FR} U;Raspberry, at farm {RS} - Adapted from WFLDB U;1.0;kg;Assumption that 100% of the raspberries for processing come from Serbia. In 2018, Serbia accounted for the majority of French imports of frozen red berries (including raspberries), around 12 000 tonnes.
Output;Ray, consumption mix {FR} U;Ray, consumption mix {FR} U;1.0;kg;
Input;Ray, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Ray, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Ray, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.4;kg;
Output;Reblochon cheese, from cow's milk, consumption mix {FR} U;Reblochon cheese, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Reblochon cheese, from cow's milk, consumption mix {FR} U;Reblochon cheese production, from cow's milk, soft cheese, French production mix, at plant, 1 kg of Reblochon type soft cheese (PGi) {FR} U;1.0;kg;
Output;Red Cabbage, consumption mix {FR} U;Red Cabbage, consumption mix {FR} U;1.0;kg;
Input;Red Cabbage, consumption mix {FR} U;Cabbage red {GLO}| production | Cut-off, U - Adapted from Ecoinvent U;1.0;kg;GLO used as substitute for FR
Output;Red endive, consumption mix {FR} U;Red endive, consumption mix {FR} U;1.0;kg;
Input;Red endive, consumption mix {FR} U;Lettuce, conventional, national average, at farm gate {FR} U;1.0;kg;
Output;Red gurnard, consumption mix {FR} U;Red gurnard, consumption mix {FR} U;1.0;kg;
Input;Red gurnard, consumption mix {FR} U;Common Sole, Solea solea, BBiscay, Trammel Net, average, at landing {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Red gurnard, consumption mix {FR} U;Common Sole, Solea solea, BBiscay, Trammel Net, average, at landing {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Red gurnard, consumption mix {FR} U;Common Sole, Solea solea, BBiscay, Trammel Net, average, at landing {FR} U;0.4;kg;
Output;Red kidney bean, consumption mix {FR} U;Red kidney bean, consumption mix {FR} U;1.0;kg;
Input;Red kidney bean, consumption mix {FR} U;Fava bean, Swiss integrated production {CH}| fava bean production, Swiss integrated production, at farm | Cut-off, U - Adapted from Ecoinvent U;1.0;kg;
Output;Red kuri squash, consumption mix {FR} U;Red kuri squash, consumption mix {FR} U;1.0;kg;
Input;Red kuri squash, consumption mix {FR} U;Zucchini, conventional, national average, at farm gate {FR} U;1.0;kg;
Output;Red wine, consumption mix {FR} U;Red wine, consumption mix {FR} U;0.75;kg;
Input;Red wine, consumption mix {FR} U;Red Wine, from grape, in a cooperative cellar, packaged, French production mix, at plant, 1 L of red wine (PDi) {FR} U;0.751503006;l;Packaging is included in this dataset
Output;Rhubarb, consumption mix {FR} U;Rhubarb, consumption mix {FR} U;1.0;kg;
Input;Rhubarb, consumption mix {FR} U;Cauliflower, conventional, national average, at farm gate {FR} U;1.0;kg;
Output;Rocamadour cheese, from goat's milk, consumption mix {FR} U;Rocamadour cheese, from goat's milk, consumption mix {FR} U;1.0;kg;
Input;Rocamadour cheese, from goat's milk, consumption mix {FR} U;Rocamadour cheese production, from goat's milk, soft cheese, French production mix, at plant, 1 kg of soft cheese {FR} U;1.0;kg;
Output;Roman rocket, consumption mix {FR} U;Roman rocket, consumption mix {FR} U;1.0;kg;
Input;Roman rocket, consumption mix {FR} U;Lettuce, conventional, national average, at farm gate {FR} U;1.0;kg;
Output;Romanesco cauliflower or romanesco broccoli, consumption mix {FR} U;Romanesco cauliflower or romanesco broccoli, consumption mix {FR} U;1.0;kg;
Input;Romanesco cauliflower or romanesco broccoli, consumption mix {FR} U;Cauliflower, conventional, national average, at farm gate {FR} U;1.0;kg;
Output;Roquefort cheese, from ewe's milk, consumption mix {FR} U;Roquefort cheese, from ewe's milk, consumption mix {FR} U;1.0;kg;
Input;Roquefort cheese, from ewe's milk, consumption mix {FR} U;Roquefort cheese production, from ewe's milk, soft cheese, French production mix, at plant, 1 kg of soft cheese {FR} U;1.0;kg;
Output;Rose wine, consumption mix {FR} U;Rose wine, consumption mix {FR} U;0.75;kg;
Input;Rose wine, consumption mix {FR} U;Rose wine, from grape, in a cooperative cellar, bulk, French production mix, at plant, 1 L of rose wine (PDi) {FR} U;0.738188976;l;
Output;Rosemary, dried, consumption mix {FR} U;Rosemary, dried, consumption mix {FR} U;1.0;kg;
Input;Rosemary, dried, consumption mix {FR} U;Mint {RoW}| mint production | Cut-off, U - Adapted from Ecoinvent U;4.96;kg;Water content of fresh and dry mint according to CIQUAL 2020 (proxy for rosemary).
Output;Rosemary, fresh, consumption mix {FR} U;Rosemary, fresh, consumption mix {FR} U;1.0;kg;
Input;Rosemary, fresh, consumption mix {FR} U;Mint {RoW}| mint production | Cut-off, U - Adapted from Ecoinvent U;1.0;kg;
Output;Roundnose grenadier, consumption mix {FR} U;Roundnose grenadier, consumption mix {FR} U;1.0;kg;
Input;Roundnose grenadier, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Roundnose grenadier, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Roundnose grenadier, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.4;kg;
Output;Rutabaga or Swede, consumption mix {FR} U;Rutabaga or Swede, consumption mix {FR} U;1.0;kg;
Input;Rutabaga or Swede, consumption mix {FR} U;Carrot, conventional, national average, at farm gate {FR} U;1.0;kg;
Output;Rye, consumption mix {FR} U;Rye, consumption mix {FR} U;1.0;kg;
Input;Rye, consumption mix {FR} U;Rye grain, feed, Swiss integrated production {CH}| production | Cut-off, U - Copied from Ecoinvent U;1.0;kg;CH used as a substitute for FR
Output;Saffron, consumption mix {FR} U;Saffron, consumption mix {FR} U;1.0;kg;
Input;Saffron, consumption mix {FR} U;Black pepper, dried, consumption mix {FR} U;1.0;kg;
Output;Sage, dried, consumption mix {FR} U;Sage, dried, consumption mix {FR} U;1.0;kg;
Input;Sage, dried, consumption mix {FR} U;Mint {RoW}| mint production | Cut-off, U - Adapted from Ecoinvent U;4.96;kg;Water content of fresh and dry mint according to CIQUAL 2020 (proxy for sage).
Output;Sage, fresh, consumption mix {FR} U;Sage, fresh, consumption mix {FR} U;1.0;kg;
Input;Sage, fresh, consumption mix {FR} U;Mint {RoW}| mint production | Cut-off, U - Adapted from Ecoinvent U;1.0;kg;
Output;Saint-Felicien cheese, from cow's milk, consumption mix {FR} U;Saint-Felicien cheese, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Saint-Felicien cheese, from cow's milk, consumption mix {FR} U;Saint-Felicien cheese production, from cow's milk, soft cheese, French production mix, at plant, 1 kg of Saint-Felicien type soft cheese (PGi) {FR} U;1.0;kg;
Output;Saint-Marcellin cheese, from cow's milk, consumption mix {FR} U;Saint-Marcellin cheese, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Saint-Marcellin cheese, from cow's milk, consumption mix {FR} U;Saint-Marcellin cheese production, from cow's milk, soft cheese, French production mix, at plant, 1 kg of Saint-Marcellin type soft cheese (PGi) {FR} U;1.0;kg;
Output;Saint-Nectaire cheese, from cow's milk, consumption mix {FR} U;Saint-Nectaire cheese, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Saint-Nectaire cheese, from cow's milk, consumption mix {FR} U;Saint-Nectaire cheese production, from cow's milk, hard cheese, French production mix, at plant, 1 kg of Saint-Nectaire cheese (PGi) {FR} U;1.0;kg;
Output;Saint-Nectaire cheese, milk collected in an unique farm, from cow's milk, consumption mix {FR} U;Saint-Nectaire cheese, milk collected in an unique farm, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Saint-Nectaire cheese, milk collected in an unique farm, from cow's milk, consumption mix {FR} U;Saint-Nectaire cheese, milk collected in an unique farm production, from cow's milk, hard cheese, French production mix, at plant, 1 kg of Saint-Nectaire cheese (PGi) {FR} U;1.0;kg;
Output;Saint-Nectaire cheese, milks collected in many farms, from cow's milk, consumption mix {FR} U;Saint-Nectaire cheese, milks collected in many farms, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Saint-Nectaire cheese, milks collected in many farms, from cow's milk, consumption mix {FR} U;Saint-Nectaire cheese, milks collected in many farms production, from cow's milk, hard cheese, French production mix, at plant, 1 kg of Saint-Nectaire cheese (PGi) {FR} U;1.0;kg;
Output;Saint-Paulin cheese, from cow's milk, consumption mix {FR} U;Saint-Paulin cheese, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Saint-Paulin cheese, from cow's milk, consumption mix {FR} U;Saint-Paulin cheese production, from cow's milk, hard cheese, French production mix, at plant, 1 kg of Saint-Paulin cheese (PGi) {FR} U;1.0;kg;
Output;Sainte Maure cheese, from goat's milk, consumption mix {FR} U;Sainte Maure cheese, from goat's milk, consumption mix {FR} U;1.0;kg;
Input;Sainte Maure cheese, from goat's milk, consumption mix {FR} U;Sainte Maure cheese production, from goat's milk, soft cheese, French production mix, at plant, 1 kg of soft cheese {FR} U;1.0;kg;
Output;Saithe, consumption mix {FR} U;Saithe, consumption mix {FR} U;1.0;kg;
Input;Saithe, consumption mix {FR} U;Saithe, Pollachius virens, NorthSea, Bottom Trawl, average, fresh, at landing {EU} U;0.3;kg;EU process assumed to be the same as French
Input;Saithe, consumption mix {FR} U;Saithe, Pollachius virens, NorthSea, Bottom Trawl, average, fresh, at landing {EU} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Saithe, consumption mix {FR} U;Saithe, Pollachius virens, NorthSea, Bottom Trawl, average, fresh, at landing {EU} U;0.4;kg;
Output;Salema, consumption mix {FR} U;Salema, consumption mix {FR} U;1.0;kg;
Input;Salema, consumption mix {FR} U;Common Sole, Solea solea, BBiscay, Trammel Net, average, at landing {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Salema, consumption mix {FR} U;Common Sole, Solea solea, BBiscay, Trammel Net, average, at landing {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Salema, consumption mix {FR} U;Common Sole, Solea solea, BBiscay, Trammel Net, average, at landing {FR} U;0.4;kg;
Output;Salers cheese, from cow's milk, consumption mix {FR} U;Salers cheese, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Salers cheese, from cow's milk, consumption mix {FR} U;Salers cheese production, from cow's milk, hard cheese, French production mix, at plant, 1 kg of salers cheese (PGi) {FR} U;1.0;kg;
Output;Salmon trout, consumption mix {FR} U;Salmon trout, consumption mix {FR} U;1.0;kg;
Input;Salmon trout, consumption mix {FR} U;Large trout, 2-4kg, conventional, at farm gate {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Salmon trout, consumption mix {FR} U;Large trout, 2-4kg, conventional, at farm gate {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Salmon trout, consumption mix {FR} U;Large trout, 2-4kg, conventional, at farm gate {FR} U;0.4;kg;
Output;Salmon, fillet, raw, consumption mix {FR} U;Salmon, fillet, raw, consumption mix {FR} U;1.0;kg;
Input;Salmon, fillet, raw, consumption mix {FR} U;Farmed salmon, gutted, at plant {NO} U;1.537037037;kg;Salmon filleting is located in France. Mass ratio from Head On, Gutted (HOG) Salmon to Salmon Fillet (B-Trim) is 65%. (Source : PEFCR  Marine Fish First Open Public Consultation 2021)
Output;Salsify, consumption mix {FR} U;Salsify, consumption mix {FR} U;1.0;kg;
Input;Salsify, consumption mix {FR} U;Carrot, conventional, national average, at farm gate {FR} U;1.0;kg;
Output;Salt, consumption mix {FR} U;Salt, consumption mix {FR} U;1.0;kg;
Input;Salt, consumption mix {FR} U;Sodium chloride, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent U;1.0;kg;GLO used as proxy for FR
Output;Savory, dried, consumption mix {FR} U;Savory, dried, consumption mix {FR} U;1.0;kg;
Input;Savory, dried, consumption mix {FR} U;Mint {RoW}| mint production | Cut-off, U - Adapted from Ecoinvent U;4.96;kg;Water content of fresh and dry mint according to CIQUAL 2020 (proxy for savory)
Output;Scallop, consumption mix {FR} U;Scallop, consumption mix {FR} U;1.0;kg;
Input;Scallop, consumption mix {FR} U;Great Scallop, Pecten maximus, BSBrieuc, Dredge, average, at landing {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Scallop, consumption mix {FR} U;Great Scallop, Pecten maximus, BSBrieuc, Dredge, average, at landing {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Scallop, consumption mix {FR} U;Great Scallop, Pecten maximus, BSBrieuc, Dredge, average, at landing {FR} U;0.4;kg;
Output;Sea trout, consumption mix {FR} U;Sea trout, consumption mix {FR} U;1.0;kg;
Input;Sea trout, consumption mix {FR} U;Large trout, 2-4kg, conventional, at farm gate {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Sea trout, consumption mix {FR} U;Large trout, 2-4kg, conventional, at farm gate {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Sea trout, consumption mix {FR} U;Large trout, 2-4kg, conventional, at farm gate {FR} U;0.4;kg;
Output;Selles-sur-Cher cheese, from goat's milk, consumption mix {FR} U;Selles-sur-Cher cheese, from goat's milk, consumption mix {FR} U;1.0;kg;
Input;Selles-sur-Cher cheese, from goat's milk, consumption mix {FR} U;Selles-sur-cher cheese production, from goat's milk, soft cheese, French production mix, at plant, 1 kg of soft cheese {FR} U;1.0;kg;
Output;Semi-hard cheese, from ewe's milk, consumption mix {FR} U;Semi-hard cheese, from ewe's milk, consumption mix {FR} U;1.0;kg;
Input;Semi-hard cheese, from ewe's milk, consumption mix {FR} U;Semi-hard cheese production, from ewe's milk, hard cheese, French production mix, at plant, 1 kg of hard cheese {FR} U;1.0;kg;
Output;Sesame seed, consumption mix {FR} U;Sesame seed, consumption mix {FR} U;1.0;kg;
Input;Sesame seed, consumption mix {FR} U;Peanut {AR}| peanut production | Cut-off, U - Adapted from Ecoinvent U;0.0914;kg;AR used as a substitute for GT
Input;Sesame seed, consumption mix {FR} U;Peanut {IN}| peanut production | Cut-off, U - Adapted from Ecoinvent U;0.148;kg;IN used as a substitute for ML
Input;Sesame seed, consumption mix {FR} U;Peanut {IN}| peanut production | Cut-off, U - Adapted from Ecoinvent U;0.76;kg;
Output;Sesame seed, consumption mix {IT} U;Sesame seed, consumption mix {IT} U;1.0;kg;
Input;Sesame seed, consumption mix {IT} U;Peanut {IN}| peanut production | Cut-off, U - Adapted from Ecoinvent U;0.8953;kg;Dataset adapted from sesame seed, consumption mix/FR U - Peanut used as a substitute for sesame (AGB3.0)
Input;Sesame seed, consumption mix {IT} U;Peanut {RoW}| peanut production | Cut-off, U - Adapted from Ecoinvent U;0.1047;kg;RoW used as a substitute for NG
Output;Shallot, consumption mix {FR} U;Shallot, consumption mix {FR} U;1.0;kg;
Input;Shallot, consumption mix {FR} U;Onion, conventional, national average, at farm {FR} U;1.0;kg;
Output;Shallow-water Cape hake, consumption mix {FR} U;Shallow-water Cape hake, consumption mix {FR} U;1.0;kg;
Input;Shallow-water Cape hake, consumption mix {FR} U;Saithe, Pollachius virens, NorthSea, Bottom Trawl, average, fresh, at landing {EU} U;0.3;kg;EU process assumed to be the same as French
Input;Shallow-water Cape hake, consumption mix {FR} U;Saithe, Pollachius virens, NorthSea, Bottom Trawl, average, fresh, at landing {EU} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Shallow-water Cape hake, consumption mix {FR} U;Saithe, Pollachius virens, NorthSea, Bottom Trawl, average, fresh, at landing {EU} U;0.4;kg;
Output;Shark, consumption mix {FR} U;Shark, consumption mix {FR} U;1.0;kg;
Input;Shark, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Shark, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Shark, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.4;kg;
Output;Sheep milk, consumption mix {FR} U;Sheep milk, consumption mix {FR} U;1.0;kg;
Input;Sheep milk, consumption mix {FR} U;Sheep milk, conventional, Roquefort system, at farm gate {FR} U;1.0;kg;
Output;Shrimps, consumption mix {FR} U;Shrimps, consumption mix {FR} U;1.0;kg;
Input;Shrimps, consumption mix {FR} U;Fresh shrimps, China production {FR} U;0.7;kg;
Input;Shrimps, consumption mix {FR} U;Fresh shrimps, China production {FR} U;0.3;kg;
Output;Skipjack tuna, consumption mix {FR} U;Skipjack tuna, consumption mix {FR} U;1.0;kg;
Input;Skipjack tuna, consumption mix {FR} U;Skipjack Tuna, Katsuwonus pelamis, ECA, Seine, average, at landing {CI} U;0.3;kg;EU process assumed to be the same as French
Input;Skipjack tuna, consumption mix {FR} U;Skipjack Tuna, Katsuwonus pelamis, ECA, Seine, average, at landing {CI} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Skipjack tuna, consumption mix {FR} U;Skipjack Tuna, Katsuwonus pelamis, ECA, Seine, average, at landing {CI} U;0.4;kg;
Output;Snapper, consumption mix {FR} U;Snapper, consumption mix {FR} U;1.0;kg;
Input;Snapper, consumption mix {FR} U;Bluefin Tuna, Thunnus thynnus, MedSea, Longline, average, at landing {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Snapper, consumption mix {FR} U;Bluefin Tuna, Thunnus thynnus, MedSea, Longline, average, at landing {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Snapper, consumption mix {FR} U;Bluefin Tuna, Thunnus thynnus, MedSea, Longline, average, at landing {FR} U;0.4;kg;
Output;Snow pea, consumption mix {FR} U;Snow pea, consumption mix {FR} U;1.0;kg;
Input;Snow pea, consumption mix {FR} U;Winter pea, conventional, 15% moisture, at farm gate {FR} U;1.0;kg;
Output;Sodium bicarbonate, consumption mix {FR} U;Sodium bicarbonate, consumption mix {FR} U;1.0;kg;
Input;Sodium bicarbonate, consumption mix {FR} U;Sodium bicarbonate {GLO}| market for sodium bicarbonate | Cut-off, S - Copied from Ecoinvent U;1.0;kg;GLO used as proxy for FR
Output;Sodium pyrophosphate, consumption mix {FR} U;Sodium pyrophosphate, consumption mix {FR} U;1.0;kg;
Input;Sodium pyrophosphate, consumption mix {FR} U;Sodium pyrophosphate {GLO}| market for sodium pyrophosphate | Cut-off, S - Copied from Ecoinvent U;1.0;kg;GLO used as proxy for FR
Output;Soft-ripened cheese with bloomy rind (Camembert-type cheese), from cow's milk, consumption mix {FR} U;Soft-ripened cheese with bloomy rind (Camembert-type cheese), from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Soft-ripened cheese with bloomy rind (Camembert-type cheese), from cow's milk, consumption mix {FR} U;Soft-ripened cheese with bloomy rind (Camembert-type cheese) cheese production, from cow's milk, soft cheese, French production mix, at plant, 1 kg of Soft-ripened cheese with bloomy rind (Camembert-type cheese) type soft cheese (PGi) {FR} U;1.0;kg;
Output;Soft-ripened cheese with bloomy rind, from goat's milk, Camembert-type cheese, consumption mix {FR} U;Soft-ripened cheese with bloomy rind, from goat's milk, Camembert-type cheese, consumption mix {FR} U;1.0;kg;
Input;Soft-ripened cheese with bloomy rind, from goat's milk, Camembert-type cheese, consumption mix {FR} U;Soft-ripened cheese with bloomy rind, Camembert-type cheese production, from goat's milk, soft cheese, French production mix, at plant, 1 kg of soft cheese {FR} U;1.0;kg;
Output;Soft-ripened cheese, double cream, around 30% fat, from cow's milk, consumption mix {FR} U;Soft-ripened cheese, double cream, around 30% fat, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Soft-ripened cheese, double cream, around 30% fat, from cow's milk, consumption mix {FR} U;Soft-ripened cheese, double cream, around 30% fat cheese production, from cow's milk, soft cheese, French production mix, at plant, 1 kg of Soft-ripened cheese, double cream, around 30% fat type soft cheese (PGi) {FR} U;1.0;kg;
Output;Soft-ripened cheese, from goat's milk, from pasteurised milk, consumption mix {FR} U;Soft-ripened cheese, from goat's milk, from pasteurised milk, consumption mix {FR} U;1.0;kg;
Input;Soft-ripened cheese, from goat's milk, from pasteurised milk, consumption mix {FR} U;Soft-ripened cheese, from pasteurised milk production, from goat's milk, soft cheese, French production mix, at plant, 1 kg of soft cheese {FR} U;1.0;kg;
Output;Soft-ripened round cheese with bloomy rind, 5 to 11% fat, Camembert-type cheese, reduced fat, from cow's milk, consumption mix {FR} U;Soft-ripened round cheese with bloomy rind, 5 to 11% fat, Camembert-type cheese, reduced fat, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Soft-ripened round cheese with bloomy rind, 5 to 11% fat, Camembert-type cheese, reduced fat, from cow's milk, consumption mix {FR} U;Soft-ripened round cheese with bloomy rind, 5 to 11% fat, Camembert-type cheese, reduced fat, cheese production, from cow's milk, soft cheese, French production mix, at plant, 1 kg of soft cheese (PGi) {FR} U;1.0;kg;
Output;Soft-ripened round cheese with bloomy rind, around 11% fat, Coulommiers-type cheese, reduced fat, from cow's milk, consumption mix {FR} U;Soft-ripened round cheese with bloomy rind, around 11% fat, Coulommiers-type cheese, reduced fat, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Soft-ripened round cheese with bloomy rind, around 11% fat, Coulommiers-type cheese, reduced fat, from cow's milk, consumption mix {FR} U;Soft-ripened round cheese with bloomy rind, around 11% fat, Coulommiers-type cheese, reduced fat, cheese production, from cow's milk, soft cheese, French production mix, at plant, 1 kg of soft cheese (PGi) {FR} U;1.0;kg;
Output;Soft-ripened round cheese with bloomy rind, around 5% fat, Camembert-type cheese, reduced fat, from cow's milk, consumption mix {FR} U;Soft-ripened round cheese with bloomy rind, around 5% fat, Camembert-type cheese, reduced fat, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Soft-ripened round cheese with bloomy rind, around 5% fat, Camembert-type cheese, reduced fat, from cow's milk, consumption mix {FR} U;Soft-ripened round cheese with bloomy rind, around 5% fat, Camembert-type cheese, reduced fat, cheese production, from cow's milk, soft cheese, French production mix, at plant, 1 kg of soft cheese (PGi) {FR} U;1.0;kg;
Output;Soft-ripened washed-rind cheese, from pasteurised milk (Vieux pane-type cheese), from cow's milk, consumption mix {FR} U;Soft-ripened washed-rind cheese, from pasteurised milk (Vieux pane-type cheese), from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Soft-ripened washed-rind cheese, from pasteurised milk (Vieux pane-type cheese), from cow's milk, consumption mix {FR} U;Soft-ripened washed-rind cheese, from pasteurised milk (Vieux pane-type cheese), cheese production, from cow's milk, soft cheese, French production mix, at plant, 1 kg of soft cheese (PGi) {FR} U;1.0;kg;
Output;Soft cheese, from cow's milk, consumption mix {FR} U;Soft cheese, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Soft cheese, from cow's milk, consumption mix {FR} U;Cheese production, from cow's milk, soft cheese, French production mix, at plant, 1 kg of soft cheese (PGi) {FR} U;1.0;kg;
Output;Soft cheese, from ewe's milk, consumption mix {FR} U;Soft cheese, from ewe's milk, consumption mix {FR} U;1.0;kg;
Input;Soft cheese, from ewe's milk, consumption mix {FR} U;Cheese production, from ewe's milk, soft cheese, French production mix, at plant, 1 kg of soft cheese {FR} U;1.0;kg;
Output;Soft cheese, from goat's milk, consumption mix {FR} U;Soft cheese, from goat's milk, consumption mix {FR} U;1.0;kg;
Input;Soft cheese, from goat's milk, consumption mix {FR} U;Cheese production, from goat's milk, soft cheese, French production mix, at plant, 1 kg of soft cheese {FR} U;1.0;kg;
Output;Soft ripened cheese, from ewe's milk, consumption mix {FR} U;Soft ripened cheese, from ewe's milk, consumption mix {FR} U;1.0;kg;
Input;Soft ripened cheese, from ewe's milk, consumption mix {FR} U;Soft ripened cheese production, from ewe's milk, soft cheese, French production mix, at plant, 1 kg of soft cheese {FR} U;1.0;kg;
Output;Soft wheat, consumption mix {FR} U;Soft wheat, consumption mix {FR} U;1.0;kg;
Input;Soft wheat, consumption mix {FR} U;Soft wheat grain, conventional, breadmaking quality, 15% moisture, at farm gate {FR} U;1.0;kg;
