Nom du Produit en Français;LCI Name;Type de production;Catégorie;Score unique EF3.1 (mPt/kg);Changement climatique (kg CO2 eq/kg);Appauvrissement de la couche d'ozone (kg CFC11 eq/kg);Rayonnements ionisants (kBq U-235 eq/kg);Formation photochimique d’ozone (kg NMVOC eq/kg);Particules (disease inc./kg);Effets toxicologiques sur la santé humaine : substances non-cancérogènes* (CTUh/kg);Effets toxicologiques sur la santé humaine : substances cancérogènes* (CTUh/kg);Acidification terrestre et eaux douces (mol H+ eq/kg);Eutrophisation eaux douces (kg P eq/kg);Eutrophisation marine (kg N eq/kg);Eutrophisation terrestre (mol N eq/kg);Écotoxicité pour écosystèmes aquatiques d’eau douce (CTUe/kg);Utilisation du sol (Pt/kg);Épuisement des ressources en eau (m³ depriv./kg);Épuisement des ressources énergétiques (MJ/kg);Épuisement des ressources en minéraux (kg Sb eq/kg);Changement climatique - émissions biogéniques (kg CO2 eq/kg);Changement climatique - émissions fossiles (kg CO2 eq/kg);Changement climatique - émissions liées au changement d’affectation des sols (kg CO2 eq/kg)
Ensillage de maïs, biologique, moyenne nationale Suisse, au distributeur, France;Silage maize, organic, Switzerland national average, at feeder {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.041071688;0.17729253;1.6144721e-09;0.0055133642;0.00081778357;4.8791815e-08;5.2523842e-09;3.1496659e-10;0.0072603029;4.0975422e-05;0.0035185591;0.032644372;1.30121735;28.707496;0.02831475;0.97604705;7.9667248e-07;0.0031805603;0.14055912;0.033552856
Herbe pâturée, prairie permanente, biologique, système numéro 1, à la ferme, France;Grazed grass, permanent meadow, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.040458786000000004;0.033978727;7.3168346e-10;0.0023998963;0.00068270282;6.1482851e-08;9.5188796e-09;2.2410963e-10;0.009258308;1.1464895e-05;0.0013615848;0.041708365;0.6193992;53.689217;0.0020761151;0.41524504;4.1201056e-07;8.8507531e-06;0.089400603;-0.055430727
Orge d'hiver, association de cultures, biologique, système numéro 2, à la ferme, France;Winter barley, from intercrop, organic, system number 2, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.040402962;0.32178811;1.5862464e-09;0.0044814365;0.00037352061;3.7589669e-09;1.2865229e-09;1.144201e-10;0.00043873696;0.00012603032;0.0079279623;0.0024604488;0.44791313;129.75953;0.015749504;0.95628259;6.5271057e-07;0.0067660247;0.16234244;0.15267965
Système de culture numéro 3, biologique, à la ferme, France;Cropping system number 3, organic, at farm gate {FR} U;Culture;Agricultural\Plant production\Cropping systems\Transformation;0.039816015999999996;0.23688483;2.0937831e-09;0.0060361926;0.0006598195;1.5056608e-08;8.2782931e-09;4.3204497e-10;0.0013272125;8.248754e-05;0.0070612366;0.0092052996;0.7283124000000001;102.90718;0.0052917079;1.267904;8.0822708e-07;0.033032815;0.19863663;0.0052153822
Ballot de foin, prairie permanente, biologique, système numéro 2, à la ferme, France;Baled hay, permanent meadow, organic, system number 2, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.037924815;0.035383425;1.4549902e-09;0.0050899656;0.00070589651;5.0403913e-08;9.3619811e-09;2.6549589e-10;0.0076162343;1.7011805e-05;0.00095049436;0.034173806;0.74690411;71.991964;0.0041702785;0.81319591;9.2072533e-07;1.7866933e-05;0.1095942;-0.074228644
Herbe enrubannée, prairie permanente, biologique, vache allaitante et boeuf système d'engraissement numéro 4, à la ferme, France;Baled grass, permanent meadow, organic, suckler cow and beef fattening system number 4, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.037829244;0.11645833;3.1168586e-09;0.0092326704;0.0013133278;3.7577874e-08;1.1578057e-08;2.7635802e-10;0.006005709;2.1251303e-05;0.0010232306;0.026922054;1.22965377;62.63817;0.015912673;2.0196793;1.5347472e-06;4.8329093e-05;0.18032914;-0.063919137
Ensillage d'herde, prairie temporaire, biologique, système numéro 5, à la ferme, France;Grass silage, temporary meadow, organic, system number 5, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.037344483000000005;0.21880891;1.0896004e-09;0.0030243273;0.0007145307;3.721751e-08;5.195548e-09;2.3631588e-10;0.0057442581;1.9652027e-05;0.00081387831;0.025924191;0.60976611;89.501261;0.0028574146;0.63986412;4.9834627e-07;1.2855068e-05;0.1079736;0.11082246
Herbe enrubannée, prairie temporaire, biologique, système numéro 3, à la ferme, France;Baled grass, temporary meadow, organic, system number 3, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.037124028999999996;0.21553642;9.6327976e-10;0.0042504657;0.00055093591;3.7320482e-08;5.194933e-09;2.3915113e-10;0.0056416164;2.1175088e-05;0.00075616974;0.025290707;0.559979243;89.522074;0.010793929;0.76188035;6.1377754e-07;2.6058044e-05;0.10468375;0.11082661
Ballot de foin, prairie temporaire, biologique, système numéro 2, à la ferme, France;Baled hay, temporary meadow, organic, system number 2, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.036801002;0.21336284;1.0440825e-09;0.0038848259;0.00053992602;3.7149507e-08;5.242304e-09;2.4096799e-10;0.0056255918;2.0039734e-05;0.00075318662;0.025258455;0.5819970400000001;89.504094;0.0032066948;0.58396509;6.9692826e-07;1.4162489e-05;0.10252404;0.11082464
Ensillage de maïs, biologique, stocké et transporté, France;Silage maize, organic, stored and transported {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.036365868;0.16282416;1.6171537e-09;0.00680668;0.00076665416;4.2626983e-08;4.722453e-09;2.7683807e-10;0.0062911572;3.622009e-05;0.0030430691;0.028256127;1.18578838;24.846456;0.025543554;1.0122668;7.8432681e-07;0.0027402013;0.13122298;0.028860979
Herbe pâturée, prairie permanente, biologique, système numéro 2, à la ferme, France;Grazed grass, permanent meadow, organic, system number 2, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.036123298;0.015791996;9.1720784e-10;0.0029507524;0.00065181528;5.0044095e-08;9.0270719e-09;2.4997661e-10;0.0075725128;1.5202678e-05;0.0009422001;0.03409556;0.62472985;71.958514;0.0026683823;0.52302191;4.9236193e-07;1.1278769e-05;0.090019384;-0.074238666
Herbe pâturée, prairie permanente, biologique, vache allaitante et boeuf système d'engraissement numéro 3, à la ferme, France;Grazed grass, permanent meadow, organic, suckler cow and beef fattening system number 3, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.035483722999999995;0.0062329039;5.2706898e-10;0.0016066992;0.00080305502;4.6758506e-08;1.4145686e-08;2.7828374e-10;0.0072364691;1.4257679e-05;0.0010586641;0.032851113;0.6594013320000001;74.288935;0.0020208782;0.30703505;2.5162474e-07;8.9338519e-06;0.082525045;-0.076301075
Herbe pâturée, prairie temporaire, biologique, système numéro 2, à la ferme, France;Grazed grass, temporary meadow, organic, system number 2, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.035273054;0.19657824;5.862617e-10;0.0020890297;0.00049370916;3.684386e-08;4.9617824e-09;2.2782396e-10;0.0055883873;1.8511637e-05;0.00074612976;0.025191812;0.477661124;89.475793;0.0019330921;0.3360803;3.3955177e-07;8.6108103e-06;0.085753482;0.11081615
Luzerne, biologique, système numéro 1, à la ferme, France;Alfalfa, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.034694409999999995;0.26239012;1.8509605e-09;0.0062342038;0.0002955067;9.1750173e-09;1.2221997e-09;2.2468116e-10;0.0013616005;2.4950305e-05;0.0058150949;0.0057584547;0.55819749;105.91222;0.0061002108;1.0441766;1.1139232e-06;2.148269e-05;0.13787866;0.12448998
Melon, biologique, à la ferme, France;Melon, organic, at farm gate {FR} U;Culture;Agricultural\Plant production\Vegetables\Transformation;0.031187822;0.16349179;3.2690041e-09;0.04583599;0.0005710912;7.3155442e-09;4.1007626e-09;4.7848252e-10;0.00080675047;9.213833e-05;0.0024938004;0.0031830382;1.02124981;26.535669;0.84111652;3.6255354;2.0110136e-06;0.005256999;0.15767426;0.00056053107
Luzerne, biologique, système numéro 4, à la ferme, France;Alfalfa, organic, system number 4, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.030852701;0.31251224;1.1877083e-09;0.0055602727;0.00023371924;1.9258234e-08;8.6578973e-10;3.4184644e-11;0.0010386452;2.0473992e-05;0.0040110127;0.010098826;0.38375847;73.509505;0.0040934049;0.70247707;7.100287e-07;0.055299042;0.17084682;0.086366372
Ballot de foin, prairie permanente, biologique, vache allaitante et boeuf système d'engraissement numéro 4, à la ferme, France;Baled hay, permanent meadow, organic, suckler cow and beef fattening system number 4, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.029826304;0.027778174;1.1294426e-09;0.0038506829;0.00069491161;3.5972512e-08;1.0575794e-08;2.3750346e-10;0.0055543579;1.4937725e-05;0.00084837752;0.025049249;0.7340375100000001;62.499521;0.0038321906;0.63673964;6.9599641e-07;1.6822959e-05;0.091713076;-0.063951725
Ballot de foin, prairie permanente, biologique, vache allaitante et boeuf système d'engraissement numéro 2, à la ferme, France;Baled hay, permanent meadow, organic, suckler cow and beef fattening system number 2, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.028792961;0.035097955;1.324923e-09;0.0044506201;0.00070178096;3.3285744e-08;1.0673587e-08;2.2720034e-10;0.0051513073;1.4689477e-05;0.0009089479;0.023186663;0.83459274;58.35652;0.0046575498;0.74785028;7.9924521e-07;2.026703e-05;0.094455661;-0.059377973
Poire, biologique, à la ferme, France;Pear, organic, at farm gate {FR} U;Culture;Agricultural\Plant production\Fruits\Transformation;0.028660849;0.10045059;2.2899101e-09;0.050180796;0.00055026876;2.8227849e-09;6.7256537e-09;1.1816112e-10;0.00063091262;2.5360238e-05;0.00068191166;0.0018479519;0.70266191;19.443789;1.6053795;2.163177;3.1320272e-06;5.6913214e-05;0.10035324;4.0429406e-05
Herbe pâturée, prairie permanente, biologique, vache allaitante et boeuf système d'engraissement numéro 4, à la ferme, France;Grazed grass, permanent meadow, organic, suckler cow and beef fattening system number 4, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.027900341;0.0064391523;5.5435024e-10;0.0016616224;0.00063630413;3.5576438e-08;1.0158375e-08;2.2217776e-10;0.0055064119;1.3029438e-05;0.00083935346;0.024963815;0.601511198;62.462366;0.0021964443;0.32254064;2.6079559e-07;9.5779809e-06;0.070392696;-0.063963122
Herbe pâturée, pâturage à la ferme, biologique, système numéro 1, à la ferme, France;Grazed grass, pasture at farm, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.027632841;-0.15701953;0.0;0.0;0.00025382488;8.791229e-09;3.2819537e-09;3.759081e-10;0.0014444274;3.2021857e-05;0.0052104877;0.0066860493;0.15765827999999998;185.16665;0.0;0.0;0.0;0.0;0.03461011;-0.19162964
Ballot de foin, prairie permanente, biologique, vache allaitante et boeuf système d'engraissement numéro 1, à la ferme, France;Baled hay, permanent meadow, organic, suckler cow and beef fattening system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.027441729;0.021310404;7.8448199e-10;0.002848225;0.00065866835;3.4694845e-08;1.1280494e-08;2.2520043e-10;0.0053857806;1.101046e-05;0.00089232878;0.024396328;0.47430615899999995;50.396532;0.002219759;0.43653754;5.3841968e-07;9.98142e-06;0.073166774;-0.051866351
Pomme, biologique, moyenne nationale, au verger, France;Apple, organic, national average, at orchard {FR} U;Culture;Agricultural\Plant production\Fruits\Transformation;0.026783838;0.11693041;2.6174265e-09;0.03028045;0.00075684386;6.6547706e-09;7.9376224e-09;1.8550344e-10;0.0011434348;2.7535833e-05;0.0015197807;0.004251625;0.97733643;25.446167;0.86457219;1.9699686;2.7200628e-06;0.0012100809;0.1155568;0.00016353252
Herbe pâturée, prairie permanente, biologique, vache allaitante et boeuf système d'engraissement numéro 2, à la ferme, France;Grazed grass, permanent meadow, organic, suckler cow and beef fattening system number 2, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.026678183;0.011666925;6.9345039e-10;0.0020469504;0.00063742823;3.2850838e-08;1.0215249e-08;2.1037217e-10;0.0050986608;1.2594012e-05;0.0008990393;0.023092855;0.689074286;58.315723;0.0028614401;0.40284826;3.2137846e-07;1.2311776e-05;0.071045101;-0.059390487
Tomate, biologique, en serre, moyenne nationale, à la ferme, France;Tomato, organic, greenhouse production, national average, at greenhouse {FR} U;Culture;Agricultural\Plant production\Vegetables\Transformation;0.026335366;0.19014111;5.9831929e-09;0.041765356;0.00061614395;1.0931605e-08;2.7285793e-08;4.5036143e-10;0.0011216698;2.9698539e-05;0.00086358635;0.0045703566;0.99867814;3.7984339;0.24907331;3.634716;2.078294e-06;0.0038097213;0.18589247;0.00043892834
Herbe pâturée, prairie permanente, biologique, vache allaitante et boeuf système d'engraissement numéro 1, à la ferme, France;Grazed grass, permanent meadow, organic, suckler cow and beef fattening system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.025486042;-0.00035802188;2.0051472e-10;0.00062538367;0.0005991567;3.4292659e-08;1.0856634e-08;2.0963827e-10;0.0053370949;9.0726318e-06;0.00088316558;0.024309577;0.33973459100000003;50.358803;0.00055876974;0.11748978;9.6502978e-08;2.624637e-06;0.051517278;-0.051877924
Sorgho, biologique, système numéro 1, à la ferme, France;Sorghum, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.025473843;0.2388146;1.4513996e-09;0.0038436292;0.00030626743;1.4172267e-08;6.8970658e-10;6.6100626e-11;0.0021422988;7.1630878e-05;0.00024236454;0.0094172399;0.49396916;84.383457;0.0079489453;0.73389701;6.5134372e-07;1.433795e-05;0.13953168;0.099268582
Ballot de foin, prairie permanente, biologique, système numéro 5, à la ferme, France;Baled hay, permanent meadow, organic, system number 5, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.024890694999999997;-0.030689194;8.5958016e-10;0.0033785121;0.00058894021;1.9906331e-08;1.0077237e-08;3.0624374e-10;0.0032005891;1.8637925e-05;0.0018875842;0.014558839;0.41806340000000003;91.584615;0.0025151126;0.47467181;6.3253848e-07;1.0904711e-05;0.064004137;-0.094704236
Raisin de cuve, biologique, AOP, système numéro 1, à la ferme, France;Grape, organic, PDO, dry white wine, system number 1, at vineyard gate {FR} U;Culture;Agricultural\Plant production\Fruits\Transformation;0.02446275;0.15751932;3.5984605e-09;0.0092806293;0.00071676455;8.3613942e-09;4.6578253e-09;3.4965603e-10;0.0010606253;7.9339744e-05;0.00050830232;0.0030644342;1.39580376;45.044396;0.01813543;2.0770395;4.342517e-06;8.4669695e-05;0.15736826;6.6384849e-05
Raisin de cuve, biologique, AOP, système numéro 2, à la ferme, France;Grape, organic, PDO, dry white wine, system number 2, at vineyard gate {FR} U;Culture;Agricultural\Plant production\Fruits\Transformation;0.024232847000000002;0.17949734;4.1580018e-09;0.010885702;0.00056099863;5.4651421e-09;3.0121316e-09;1.3564886e-10;0.00080108882;3.5586457e-05;0.00048367094;0.0016025382;1.29836811;72.934528;0.017482321;2.4592071;3.0765313e-06;5.9604255e-05;0.17936096;7.6772031e-05
Courge, printemps, sous tunnel, porte biologique, à la ferme, France;Zucchini, springtime, under tunnel, organic, at farm gate {FR} U;Culture;Agricultural\Plant production\Vegetables\Transformation;0.023743933;0.13191628;2.8625016e-09;0.037603071;0.00051494237;1.0248952e-08;1.7902555e-08;3.5452791e-10;0.0010434901;2.7768822e-05;0.00040939368;0.0040982808;1.0210383200000002;4.7294472;0.5905395;3.085162;1.8637723e-06;0.0031464882;0.12838782;0.00038197742
Herbe pâturée, prairie permanente, biologique, système numéro 5, à la ferme, France;Grazed grass, permanent meadow, organic, system number 5, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.02261236;-0.055914055;1.794526e-10;0.00078680524;0.00051964893;1.9437867e-08;9.5832097e-09;2.8810955e-10;0.0031438867;1.6379367e-05;0.0018769119;0.01445781;0.26137043;91.540658;0.00058014626;0.10318414;1.1704653e-07;2.3309201e-06;0.038801331;-0.094717717
Luzerne, biologique, système numéro 2, à la ferme, France;Alfalfa, organic, system number 2, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.021293539;0.20390406;1.1479592e-09;0.0032392457;0.00049125791;8.023322e-09;5.3491774e-10;1.2154761e-10;0.00066563496;1.3606527e-05;0.002988745;0.0050758471;0.36362871199999997;57.04459;0.0029734609;0.71735319;3.3530855e-07;0.020069772;0.11677024;0.067064048
Ballot de foin, prairie temporaire, biologique, système numéro 3, à la ferme, France;Baled hay, temporary meadow, organic, system number 3, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.020814427;0.1864258;1.6048566e-09;0.0058372554;0.00021493554;2.7524936e-09;1.1680749e-09;1.3253381e-10;0.00040444325;1.7160852e-05;0.0021463224;0.0014887334;0.46289247;78.062227;0.00474698;0.8847249;1.1359562e-06;2.0643235e-05;0.089791887;0.096613271
Ballot de foin, prairie temporaire, biologique, système numéro 4, à la ferme, France;Baled hay, temporary meadow, organic, system number 4, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.019424007;0.16738652;1.2620249e-09;0.0045504419;0.00027181886;5.7041545e-09;1.2292281e-09;1.8044547e-10;0.00089960498;1.9365309e-05;0.0010901726;0.0038622439;0.415534257;74.484342;0.0037644935;0.6968621;8.8174057e-07;1.6316233e-05;0.075168899;0.092201303
Herbe pâturée, prairie temporaire, biologique, système numéro 3, à la ferme, France;Grazed grass, temporary meadow, organic, system number 3, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.01628881;0.13624423;2.5312817e-10;0.00069801771;7.7139232e-05;1.8216439e-09;1.8774586e-10;9.65317e-11;0.00029174731;1.2677773e-05;0.0021251123;0.001287914;0.151315045;77.97493;0.00090322739;0.14600792;1.1475582e-07;3.6261586e-06;0.039654117;0.096586487
Herbe pâturée, prairie temporaire, biologique, système numéro 4, à la ferme, France;Grazed grass, temporary meadow, organic, system number 4, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.01600658;0.12952265;2.4158292e-10;0.00066618106;0.00016782617;5.0013599e-09;4.8856468e-10;1.5325167e-10;0.00081452949;1.5978885e-05;0.0010741605;0.0037106511;0.18038011499999998;74.418414;0.00086203082;0.13934846;1.0952179e-07;3.460768e-06;0.037338114;0.092181079
Ballot de foin, prairie permanente, biologique, système numéro 6, à la ferme, France;Baled hay, permanent meadow, organic, system number 6, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.015196163;-0.037226523;9.4365793e-10;0.0035919861;0.00029329292;7.4773448e-09;2.2454699e-09;2.1639721e-10;0.0012004432;1.7400202e-05;0.0011487924;0.0053326971;0.31025087;82.568488;0.0026840644;0.51556305;7.1411243e-07;1.1888144e-05;0.048130222;-0.085368634
Ballot de foin, prairie permanente, biologique, système numéro 4, à la ferme, France;Baled hay, permanent meadow, organic, system number 4, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.012721472000000001;-0.0034570304;1.3726478e-09;0.0052249144;0.0001930349;2.7861801e-09;1.0747322e-09;1.338594e-10;0.00041689138;1.4564856e-05;0.0015876443;0.0016039229;0.35427283000000004;61.810899;0.0039042486;0.74993964;1.0387502e-06;1.7292532e-05;0.060375021;-0.063849344
Herbe enrubannée, prairie permanente, biologique, système numéro 2, à la ferme, France;Baled grass, permanent meadow, organic, system number 2, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.012571008;0.047514378;1.2544451e-09;0.0051982588;0.00026676127;1.3232442e-08;2.4070287e-09;8.5794774e-11;0.001959941;8.2057645e-06;0.00023451584;0.0085293446;0.38209175500000003;16.374885;0.010802494;0.90091314;8.4707341e-07;2.6808451e-05;0.064281501;-0.016793931
Herbe pâturée, prairie permanente, biologique, système numéro 6, à la ferme, France;Grazed grass, permanent meadow, organic, system number 6, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.012035876000000001;-0.072241188;0.0;0.0;0.00019712515;6.8274296e-09;1.5605355e-09;1.9124964e-10;0.0011217688;1.4268105e-05;0.001133985;0.0051925088;0.0927911514;82.507522;0.0;0.0;0.0;0.0;0.013146147;-0.085387335
Ballot de foin, prairie permanente, biologique, vache allaitante et boeuf système d'engraissement numéro 3, à la ferme, France;Baled hay, permanent meadow, organic, suckler cow and beef fattening system number 3, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.011119914;0.024569615;7.5369645e-10;0.0027670457;0.00026783724;1.2346583e-08;4.0556584e-09;8.7446821e-11;0.0018964113;5.6900965e-06;0.00027960124;0.0084666665;0.310820857;18.978324;0.0022767552;0.41664091;5.3282444e-07;1.0079786e-05;0.043998523;-0.019438987
Carotte, biologique, Basse Normandie, à la ferme, France;Carrot, organic, Lower Normandy, at farm gate {FR} U;Culture;Agricultural\Plant production\Vegetables\Transformation;0.0099152767;0.090354907;2.326694e-09;0.010278088;0.0002710073;3.0836572e-09;2.6895796e-09;1.1973067e-10;0.00030969225;2.0581555e-05;4.647802e-05;0.00047446224;1.20820204;8.3813875;0.060760089;1.3549512;1.4135828e-06;4.1986755e-05;0.09021218;0.00010073984
Herbe enrubannée, prairie permanente, biologique, vache allaitante et boeuf système d'engraissement numéro 3, à la ferme, France;Baled grass, permanent meadow, organic, suckler cow and beef fattening system number 3, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.008431697;0.072476773;1.7930296e-09;0.0068673363;0.00024566554;4.1352048e-09;1.9444908e-09;6.0358694e-11;0.00059330948;7.580134e-06;9.3750994e-05;0.0022418695;0.44606322;4.5313309;0.012701691;1.2111634;1.1999247e-06;3.3816067e-05;0.0769197;-0.0044767431
Herbe pâturée, prairie permanente, biologique, système numéro 4, à la ferme, France;Grazed grass, permanent meadow, organic, system number 4, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.008124518;-0.054389502;0.0;0.0;5.3148918e-05;1.8408158e-09;7.8427501e-11;9.7279651e-11;0.00030245195;1.0009387e-05;0.0015661055;0.0014000071;0.037954999;61.722217;0.0;0.0;0.0;0.0;0.0094870455;-0.063876547
Paille de blé, biologique, système numéro 1, à la ferme, France;Wheat straw, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Cereals\Transformation;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Paille de blé, biologique, système numéro 2, à la ferme, France;Wheat straw, organic, system number 2, at farm gate {FR} U;Culture;Agricultural\Plant production\Cereals\Transformation;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
